,id,superficie,cubierta,precio,piso,expensas,descripcion,ambientes,pileta,seguridad,parrilla,balcon,cochera,geometry,dist_comisarias,dist_subte,dist_trenes,dist_metrobus,antiguedad
460,5886,52.0,52.0,6517.3076923076915,,,"Increible depto ALTO con vista completamente abierta al río, polo y ciudad!! - Dto. al frente - Orientación: noreste - Superficie cubierta: 51,7 m2 - Superficie semi cubierta: 4,5 m2 - Superficie Total: 56,2 m2 - LIVING / COMEDOR, BALCÓN ATERRAZADO, TOILETTE, 1 DORMITORIO (SUITE), COCHERA FIJA, BAULERA, SEG. 24 HS., AMENITIES, LAUNDRY - Palier compartido con 2 ascensores - Hall 1,5 x 1,2 - Living / comedor 5,5 x 3,2 x 5, a balcón, con Aire Acond Split f/c - Balcón aterrazado 3,2 x 1,1 - Toilette - 1er. Dormitorio 3,2 x 3,15 (suite con  vestidor), con Aire Acond Split f/c -  1 baño completo en suite - Cocina americana - 1 COCHERA fija (opción sin cochera, restar U$38.000 al precio de venta) - Cocheras de cortesía - Nro de pisos: 33 - Deptos por piso: 6 -  Tipo de piso: flotante de madera - Grupo electrógeno - 5 Ascensores (el de servicio, montacargas de mudanza) - Servicios centrales: -        Calefacción: losa radiamte central con comando individual para el piso -       Agua caliente: central - 2 Aire Acond Split f/c - Seg. 24 hs / cámaras - Expensas y ABL: $4.200 aprox - AMENITIES: cancha de tenis, 2 piletas con solarium en PB, pileta con solarium en último piso, vestuarios, saunas, gym, SUM, 2 bares (en PB y en piso 33) - LAUNDRY - Cocina equipada con horno y anafe eléctrico Smeg y campana de acero inox.",2,1,0,0,1,1,POINT (-58.4248123 -34.5774231),709.8909177214579,138.1557646578922,196.79633237898562,157.2767097741111,usado
462,5893,34.0,34.0,3500.0,,,"Depto al frente muy luminoso, con vista abiertaExcelente calidad de construcciónAntigüedad: a estrenarMONOAMBIENTE:SECTOR DE LIVING/COMEDOR Y DORMITORIO, BALCÓN, COCINA AMERICANA, 1 BAÑO, 1 COCHERA FIJA, AMENITIES, LAUNDRY",1,0,0,0,1,1,POINT (-58.438976 -34.5760033),298.94675331929346,374.9391528756143,383.7850688190776,423.1133253244722,estrenar
468,5917,38.0,35.0,2665.7894736842104,,,"Con la impronta que le otorgan los canales de televisión, productoras y radios de la zona, Palermo Hollywood es uno de los barrios más chic de Buenos Aires. Polo gastronómico, concentra además unagran cantidad de tiendas de diseño y objetos de autor. Una de las zonas más cosmopolitas y modernas de nuestra ciudad. El Edificio: 10 pisos, 32 UF de 1 ambiente todas externas y con balcón, gran local comercial con patio exterior. Amenities: amplio sector de parrillas totalmente equipadas, S.U.M. con conexión exterior, Solarium con deck, Jacuzzi exterior en roof garden, Laundry. Forma de Pago: Terreno a la firma del boleto, Construcción hasta en 28 cuotas convertible a pesos el día de la firma, ajustable por CAC con base vigente a la fecha de firma del boleto.",1,0,0,1,1,0,POINT (-58.4328702 -34.581129),1031.7390010060485,688.8091138617182,645.5378895933131,272.599897573945,usado
469,5918,44.0,40.0,2327.2727272727275,,,"Con la impronta que le otorgan los canales de televisión, productoras y radios de la zona, Palermo Hollywood es uno de los barrios más chic de Buenos Aires. Polo gastronómico, concentra además unagran cantidad de tiendas de diseño y objetos de autor. Una de las zonas más cosmopolitas y modernas de nuestra ciudad. El Edificio: 10 pisos, 32 UF de 1 ambiente todas externas y con balcón, gran local comercial con patio exterior. Amenities: amplio sector de parrillas totalmente equipadas, S.U.M. con conexión exterior, Solarium con deck, Jacuzzi exterior en roof garden, Laundry. Forma de Pago: Terreno a la firma del boleto, Construcción hasta en 28 cuotas convertible a pesos el día de la firma, ajustable por CAC con base vigente a la fecha de firma del boleto.",1,0,0,1,1,0,POINT (-58.4328702 -34.581129),1031.7390010060485,688.8091138617182,645.5378895933131,272.599897573945,usado
470,5919,38.0,35.0,2507.894736842105,,,"Con la impronta que le otorgan los canales de televisión, productoras y radios de la zona, Palermo Hollywood es uno de los barrios más chic de Buenos Aires. Polo gastronómico, concentra además unagran cantidad de tiendas de diseño y objetos de autor. Una de las zonas más cosmopolitas y modernas de nuestra ciudad. El Edificio: 10 pisos, 32 UF de 1 ambiente todas externas y con balcón, gran local comercial con patio exterior. Amenities: amplio sector de parrillas totalmente equipadas, S.U.M. con conexión exterior, Solarium con deck, Jacuzzi exterior en roof garden, Laundry. Forma de Pago: Terreno a la firma del boleto, Construcción hasta en 28 cuotas convertible a pesos el día de la firma, ajustable por CAC con base vigente a la fecha de firma del boleto.",1,0,0,1,1,0,POINT (-58.4328702 -34.581129),1031.7390010060485,688.8091138617182,645.5378895933131,272.599897573945,usado
471,5920,43.0,40.0,2439.5348837209303,,,"Con la impronta que le otorgan los canales de televisión, productoras y radios de la zona, Palermo Hollywood es uno de los barrios más chic de Buenos Aires. Polo gastronómico, concentra además unagran cantidad de tiendas de diseño y objetos de autor. Una de las zonas más cosmopolitas y modernas de nuestra ciudad. El Edificio: 10 pisos, 32 UF de 1 ambiente todas externas y con balcón, gran local comercial con patio exterior. Amenities: amplio sector de parrillas totalmente equipadas, S.U.M. con conexión exterior, Solarium con deck, Jacuzzi exterior en roof garden, Laundry. Forma de Pago: Terreno a la firma del boleto, Construcción hasta en 28 cuotas convertible a pesos el día de la firma, ajustable por CAC con base vigente a la fecha de firma del boleto.",1,0,0,1,1,0,POINT (-58.4328702 -34.581129),1031.7390010060485,688.8091138617182,645.5378895933131,272.599897573945,usado
472,5921,47.0,35.0,1995.7446808510642,,,"Con la impronta que le otorgan los canales de televisión, productoras y radios de la zona, Palermo Hollywood es uno de los barrios más chic de Buenos Aires. Polo gastronómico, concentra además unagran cantidad de tiendas de diseño y objetos de autor. Una de las zonas más cosmopolitas y modernas de nuestra ciudad. El Edificio: 10 pisos, 32 UF de 1 ambiente todas externas y con balcón, gran local comercial con patio exterior. Amenities: amplio sector de parrillas totalmente equipadas, S.U.M. con conexión exterior, Solarium con deck, Jacuzzi exterior en roof garden, Laundry. Forma de Pago: Terreno a la firma del boleto, Construcción hasta en 28 cuotas convertible a pesos el día de la firma, ajustable por CAC con base vigente a la fecha de firma del boleto.",1,0,0,1,1,0,POINT (-58.4328702 -34.581129),1031.7390010060485,688.8091138617182,645.5378895933131,272.599897573945,usado
486,6101,60.0,60.0,2666.6666666666665,3.0,,"Corredor Responsable: OSCAR N. LIBERMAN - CUCICBA 1442Contacto: Adrián Orlando - MLS ID # 420741019-9Cómodo y funcional 3 ambientes en tercer piso por ascensor contrafrente ubicado en el corazón de Palermo Hollywood.  El departamento cuenta con un living comedor amplio y super luminoso, dormitorio principal con placard y un segundo dormitorio también con placard.  Cocina muy luminosa también y amplia, lavadero con espacio para lavarropas y baño completo en perfecto estado.  Balcón con una hermosa vista y muy amplio.  Los pisos son de parquet plastificado y todas las instalaciones eléctricas, de luz, agua y gas se encuentran en excelentes condiciones.  Expensas: $1.900  Listo para habitar!  comunícate conmigo para organizar una visita!    ",3,0,0,0,1,0,POINT (-58.435099 -34.578952),719.1607535131736,418.70312234854384,379.2460389266042,545.7203539689405,usado
492,6124,146.0,137.0,3595.890410958904,,,"Excelente departamento de sólida construcción y detalles como techos altos, pisos de roble de Eslavonia (pulidos y plastificados) y molduras.En edificio racionalista sobre la Av. Libertador, frente al Rosedal, en la cuadra de la residencia de la embajada de USA. Silencioso semipiso contrafrente, con un pasillo de entrada a gran recepción con salida a balcón corrido, toilette (que se puede refaccionar para hacer un baño completo), cocina, dependencia con baño con doble circulación. 2 dormitorios y un escritorio/playroom o 3° dormitorio, un baño completo con bañadera. Dependencia de servicio. Lavadero. Persianas eléctricas. Servicios Centrales. Seguridad las 24 hs. Valet parking de 7 a 21 hs. Baulera. Las medidas y superficies consignados en la presente son aproximados y que no resultan vinculantes, los datos definitivos son los que surgen del titulo de propiedad.",4,0,1,0,1,0,POINT (-58.4190182 -34.5730769),1033.3841151840816,853.7083311339989,521.4554094208203,836.0418232443906,usado
493,6129,68.0,64.0,6544.117647058823,,,"EXCELENTE DPTO EN TORRES RUGGIERI ( TORRE SEÑORIAL) , LATERAL CON VISTA AL RIO! LIV CDOR , BCON, 2 DORMIT( 1 STE) 2DO BÑO CPTO, COCINA C/ LAV INC, COCHERA FIJA ( 219) 1 SS, Y BAULERA. EDIF CON; PILETA , GYM, SUM, SAUNA, SEGUR 24 HS Zuker Servicios Inmobiliarios Sucursal Paseo del Ángel Cuba 1940 2 of 201  CABAtel. 4-784-5455- rotativas ",3,1,1,0,0,1,POINT (-58.4073022 -34.5807842),585.7417830940258,904.2783790596893,919.6122807240394,1369.427570776334,usado
497,6143,23.0,23.0,2826.086956521739,,,"Barrio NorteBulnes 1700 y mansillase vende unicamente con renta hasta el abril del 2018- A pasos del alto palermo - Próximo a zona de Facultades- Gran cantidad de medios de tranporte , subte a 3 cuadras- A metros del boulevard charcasDepartamento de 1 ambiente, 23 m2 al contrafrente, ubicado en cuarto piso con vista al contrafreente muy luminoso y tranquilo !!!!Cocina completaAmbiente de 6 x 3- Pisos Parquetpor cualquier otra consulta no dude en comunicarse con nosotros al  o al  de lunes a viernes de 9 a 18hs y los sabados de 9 a 13 hs , muchas gracias-",1,0,0,0,0,0,POINT (-58.4145188 -34.5911445),400.00525001381965,437.68310996475446,1782.8037104475393,1360.0967145643574,usado
529,6452,167.0,148.0,2395.2095808383233,,15000.0,"3 de Febrero 1200/dpto 4 AMBIENTES en Belgrano, Capital FederalMuy buen semi piso a la calle, con balcón aterrazado. Amplios ambientes.Gran living comedor, tres amplios dormitorios uno en suite, bano, toilette, cocina y comedor diario.Dependencia de servicio. Vigilancia nocturna. Cochera fija y baulera. -  - SILVIA GALCERAN PROPIEDADES",4,0,1,0,1,1,POINT (-58.44442320000001 -34.5681975),757.1073560632054,202.57708470301148,635.6461367190733,210.04902650557148,usado
542,6522,35.0,30.0,3257.142857142857,,,"Entrega en Mayo 2017. Apto Profesional . Monoambiente con cochera.Edificio de 9 pisos , unidades monoambientes c/ balcón. Detalles de categoría, diseño minimalista , muy luminosos.Excelentes amenities : Piscina, solarium, SUM, parrilla, Spa, laundry.Cocheras opcionales. Agua caliente central, piso radiante eléctrico, anafe a gas, horno eléctrico. Varias unidades en venta .Zuker Servicios Inmobiliarios Sucursal NuñezRamallo 2347  CABATEL : 4-702-8100- ",1,1,0,1,1,1,POINT (-58.4401210771 -34.57307481780001),110.02921525128177,523.5622476784698,557.1840112526619,82.58110924890134,usado
543,6523,35.0,30.0,2885.714285714286,,,"Entrega en 2 meses !! Apto profesionalEdificio de 9 pisos, monoambientes c/ balcón. Próximo a Belgrano y a Palermo Hollywood.Detalles de categoría, diseño minimalista , muy luminosos.Excelentes amenities: Piscina, solarium, SUM, parrilla, Spa, laundry.Cocheras opcionales. Agua caliente central, piso radiante eléctrico, anafe a gas, horno eléctrico. Varias unidades en venta .Zuker Servicios Inmobiliarios Sucursal NuñezRamallo 2347  CABATEL : 4-702-8100- ",1,1,0,1,1,1,POINT (-58.4401210771 -34.5733221738),106.94040959303372,511.9207528720565,544.2372917743261,109.79833878765564,usado
552,6612,63.0,63.0,2349.206349206349,17.0,,"Corredor Responsable: Juan Carlos Treco - CUCICBA 4037Contacto: Pablo Della Fonte - MLS ID # 420221071-12Oportunidad de inversion!!!. Duplex, piso 17 y 18,- Apto Credito.  Muy luminoso, Vista al Río, y jardines, Orientación NE Todo Luz.  Cocina Lavadero, Baulera toilette y Living comedor en los 30 metros de la planta inferior piso 17,  en la planta superior piso18 dormitorio principal y 2do dormitorio mas baño completo. Un baño por planta.   El departamento tiene pisos y muros en perfecto estado,  necesita Pintura general, baños y Cocina de Época. Ideal inversor.   El edificio de época en buen estado de mantenimiento cuenta con tres ascensores,  seguridad encargado de vivienda permanente.   La mejor ubicación muy cerca de centros comerciales bares restaurantes y medios de transportes.  Estoy atu disposicion para concertar una visita!!!! -Expensas $2900  ",3,0,1,0,0,0,POINT (-58.425555 -34.584358),537.1331811881812,516.5529363060873,655.5721593202558,494.9987945401706,usado
568,6745,148.0,76.0,2290.5405405405404,,5800.0,"Venta de Departamento 4 AMBIENTES en Las Cañitas, Capital Federa Piso en las Cañitas con excelente vista - gran terraza/patio - Jacuzzi - Cocina abierta al comedor - Toilette - Baño completo - 3 Dormitorios - Cochera fija y cubierta - 148 m2 Totales - -  - MARTA FLAMINI PROPIEDADES",4,0,0,0,0,1,POINT (-58.4315192 -34.56925570000001),817.2196670069211,731.1031661710024,701.8321516861215,871.3947545485897,usado
569,6750,78.0,45.0,2756.4102564102564,,,Departamento 2  ambientes 45 m2 cubiertos +BALCON TERRAZA DE 33M2 EDIFICIO DE ALTA CATEGORIA CON TODAS SUS UNIDADES AL FRENTE   . AMPLIA PISCINA CON DECK . QUINCHO Y PARRILLAS . SALON DE USOS MULTIPLES   78 m2  totales,2,1,0,1,1,0,POINT (-58.4219 -34.58972),590.6845282234109,744.1908075837202,1314.5239906990753,1004.21873121267,usado
571,6764,100.0,100.0,2700.0,,,"Es 2da. escritura -  2 ambientes muy amplios - Frente, soleado con vista abierta - LIVING / COMEDOR, TOILETTE, BALCÓN, 1 DORMITORIO, COCINA , 1 BAÑO COMPLETO, 1 COCHERA FIJA, SEG.24 HS., AMENITIES, LAUNDRYPalier compartidoHall 1,5 x 1,11 Toilette grandeLiving / comedor  3,5 x 3,3 más 6,2 x 4 (actualmente dividido con tabique y puerta de vidrio) con Aire Acond Split f/c, a balcónBalcón 7,5 x 1,11 Dormitorio 7 x 3,3 con 2 vestidor, Aire Acond Split f/c, a balcón1 Baño completo1 COCHERA fija cubiertaPosibilidad de otra cochera descubierta: U$28.000Nro. de pisos: 10Deptos por piso: 8Tipo de piso: porcelanatoServicios:    Calefacción: 2 aire acond split    Agua caliente: central2 ascensoresSeguridad 24 hs.Expensas: $ 6.000 (Incluye Aysa)Amenities: pileta de natación, solarium, 2 parrillas LaundryActualmente está utilizado como oficina.",2,1,1,1,1,1,POINT (-58.42195039999999 -34.5830022),174.61644187831578,189.58650034312473,651.6278014552728,259.76645646548957,usado
576,6804,36.0,33.0,3861.111111111111,,,Venta Ideal Inversor - Ambiente y medio con excelente distribución. Para entrar a vivir - Excelente mono ambiente totalmente reciclado a nuevo por arquitectos. Estupendo contra frente muy silencioso. Se vende recién pintado en látex satinado - Deck de lapacho en balcón-artefactos de iluminación- Sommier- Heladera-cortinas sunscreen y Blackout-Mesa de TV y TV. Baño con desague cromado Ferrum y griferia FV Temple. Instalaciones eléctricas y cañerías de agua caliente y fría.Balas expensas $1300 - ABL $235VENDE Bienes Porteños CUCICBA Mat 5049ENTREVISTAS: Poupée Pompei 15 ,1,0,0,0,1,0,POINT (-58.43235840000001 -34.5674523),888.0320376543164,891.0519256755842,632.0079929101312,904.8133037189343,estrenar
613,7173,81.0,81.0,3197.530864197531,,,"Excelente semi piso ubicado en una de las mejores zonas de la capital federal. El mismo cuenta con un amplio living luminoso, cocina completa, toilette, y 2 amplios cuartos que comparten un baño completo. DIGNO DE VER!!! FGK PROPIEDADES./",3,0,0,0,0,0,POINT (-58.43129770000001 -34.5667825),1008.9628690852353,991.8533427720424,629.4705105912259,1027.2678705001304,usado
622,7249,134.0,134.0,3432.8358208955224,3.0,,"Corredor Responsable: Ariel Champanier - C.U.C.I.C.B.A. 4330Contacto: Carina Masri - MLS ID # 181210-231MUY LINDO DEPARTAMENTO EN EDIFICIO DE CATEGORIA DE 4 AMBIENTES, 2 BAÑOS, TOILETTE, LIVING Y COMEDOR CON PISOS DE MADERA, SEGURIDAD 24 HS CON COCHERA FIJA EN EL 1ER SUBSUELO,METROS CUBIERTOS 121MTS. TOTALES 134MTS. LIVING DE COMEDOR DE 8 X 4 ,DORMITORIO EN SUITE DE 3,50 X 3,20 , DORMITORIOS DE 3 X 3, 20 Y 3,20 X 2,15 , HALL INTIMO DE 6 X 1 ,COCINA DE 6,80 X 2,20 ,COMEDOR DIARIO 3 X 2,70 ,DEPENDENCIA DE 2,40 X 2,60 , LAVADERO SEPARADO , DOBLE CIRCULACION , CALEFACCION X LOZA. BALCON CORRIDO. EXPENSAS $6.000  Y ABL $1200",4,0,1,0,1,1,POINT (-58.41301899999999 -34.579747),178.83755840700954,657.7560897817273,1246.0041425851628,851.0355001313867,usado
626,7260,138.0,129.0,3478.2608695652175,,,"Arce al 300. Excelente departamento en la mejor ubicación de Cañitas, a metros de las canchas de Polo. Cuatro grandes ambientes de gran categoría, modernidad, elegancia, luminosidad y confort entre algunas de las cualidades de este destacado departamento. Living y comedor en L con salida a balcón aterrazado corrido y rodeado de ventanas con vista abierta.Tres grandes dormitorios,el principal en suite con vestidor y otros dos dormitorios muy cómodos y amplios con grandes placards y ventanas a vista abierta. Cocina y baños totalmente reciclados, mesada de cilestone, lavadero equipado con lavarropas y secarropas, lavaplatos, aire acondicionado frío y calor en todos los ambientes. Toilette de recepción y dos baños completos. Caldera individual .Edificio en Torre con jardín. Excelente luminosidad, vistas totalmente abiertas a ciudad y verdes.Posibilidad de alquiler de cochera en edificio. Seguridad las 24 hs.Opción venta con muebles y objetos de Arte.WI-FI - TV por cable, aire acondicionado frío/calor en todos los ambientes, calefacción por caldera propiaCOMEDOR: capacidad para 10 comensales con posibilidad de extender a 10 o 12.",4,0,1,0,1,1,POINT (-58.430977 -34.570967),776.886139756713,596.2103732604139,614.4816924433578,700.1222305339827,usado
631,7368,94.0,69.0,3500.0,,,"Excelente Departamento en segundo piso  por escalera, en tres plantas, Superficie total: 94 mts2. Muy luminoso con buena distribucion, baños en cada uno de sus pisos, cocina a gas con comedor diario. caracteristica de construccion de primer nivel con detalles decorativos y de calidad pocas veces vistos. Esta unidad se conforma de 3 dormitorios con posibilidad de 4. Terraza amplia, con parrilla y vista a plaza Armenia.  No paga Expensas.Unidad Ubicada en el corazon de Palermo.Ideal VIvienda o Inversion.",4,0,0,1,0,0,POINT (-58.4245955 -34.5885405),513.5728830238603,850.1746858399664,1127.455475958806,891.9944039685149,usado
